course_id,module_id,module_title,primary_track,primary_play_id,primary_play_title,secondary_play_ids,tool_id,tool_title,tool_route,relationship_type,use_context,rationale
INT 100,understanding-ai,Introduction to AI for Public Health,shared-foundational,1,Vision & Guardrails,3; 11,1,AI Vision & Principles Workshop,#/toolkit/1,supporting_reference,"Use AI Vision & Principles Workshop to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.",AI Vision & Principles Workshop is relevant because the module addresses vision concepts or artifacts connected to Play 1.
INT 100,understanding-ai,Introduction to AI for Public Health,shared-foundational,1,Vision & Guardrails,3; 11,2,Responsible AI Policy Template,#/toolkit/2,supporting_reference,"Use Responsible AI Policy Template to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Responsible AI Policy Template is relevant because the module addresses governance concepts or artifacts connected to Play 1, Play 3."
EPI 320,epi-320-ethical-use-of-ai-in-resource-prioritization-and-field-response,Ethical Use of AI in Resource Prioritization and Field Response,Epidemiology Role-Based Track,1,Vision & Guardrails,11; 7; 2,9,Data Quality Assessment Checklist,#/toolkit/9,practical_exercise,"Use Data Quality Assessment Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Data Quality Assessment Checklist is relevant because the module addresses data concepts or artifacts connected to Play 2, Play 11."
EXE 100,exe-100-executive-ai-briefing-for-public-health-leaders,Executive AI Briefing for Public Health Leaders,Public Health Executive Leadership Track,11,Build and Deploy AI Solutions,1; 2; 3,1,AI Vision & Principles Workshop,#/toolkit/1,illustrative_example,"Use AI Vision & Principles Workshop to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.",AI Vision & Principles Workshop is relevant because the module addresses vision concepts or artifacts connected to Play 1.
EXE 100,exe-100-executive-ai-briefing-for-public-health-leaders,Executive AI Briefing for Public Health Leaders,Public Health Executive Leadership Track,11,Build and Deploy AI Solutions,1; 2; 3,4,AI Policy Landscape Scan,#/toolkit/4,illustrative_example,"Use AI Policy Landscape Scan to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Policy Landscape Scan is relevant because the module addresses legal and policy concepts or artifacts connected to Play 1, Play 2, Play 3."
EXE 100,exe-100-executive-ai-briefing-for-public-health-leaders,Executive AI Briefing for Public Health Leaders,Public Health Executive Leadership Track,11,Build and Deploy AI Solutions,1; 2; 3,5,AI Environmental and Resource Impact Review,#/toolkit/5,illustrative_example,"Use AI Environmental and Resource Impact Review to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Environmental and Resource Impact Review is relevant because the module addresses sustainability concepts or artifacts connected to Play 1, Play 7, Play 8."
EXE 100,exe-100-executive-ai-briefing-for-public-health-leaders,Executive AI Briefing for Public Health Leaders,Public Health Executive Leadership Track,11,Build and Deploy AI Solutions,1; 2; 3,6,Human-Centered AI Decision Rule Checklist,#/toolkit/6,illustrative_example,"Use Human-Centered AI Decision Rule Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Human-Centered AI Decision Rule Checklist is relevant because the module addresses human oversight concepts or artifacts connected to Play 1, Play 7, Play 11, Play 12, Play 13."
EXE 100,exe-100-executive-ai-briefing-for-public-health-leaders,Executive AI Briefing for Public Health Leaders,Public Health Executive Leadership Track,11,Build and Deploy AI Solutions,1; 2; 3,8,AI Project Charter,#/toolkit/8,illustrative_example,"Use AI Project Charter to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Project Charter is relevant because the module addresses project management concepts or artifacts connected to Play 2, Play 7, Play 11."
EXE 100,exe-100-executive-ai-briefing-for-public-health-leaders,Executive AI Briefing for Public Health Leaders,Public Health Executive Leadership Track,11,Build and Deploy AI Solutions,1; 2; 3,9,Data Quality Assessment Checklist,#/toolkit/9,practical_exercise,"Use Data Quality Assessment Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Data Quality Assessment Checklist is relevant because the module addresses data concepts or artifacts connected to Play 2, Play 11."
EXE 400,exe-400-executive-ai-decision-rights-and-accountability,Executive AI Decision Rights and Accountability,Public Health Executive Leadership Track,11,Build and Deploy AI Solutions,1; 3; 7,32,Vendor Evaluation Checklist,#/toolkit/32,practical_exercise,"Use Vendor Evaluation Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Vendor Evaluation Checklist is relevant because the module addresses procurement concepts or artifacts connected to Play 8, Play 11."
EXE 400,exe-400-executive-ai-decision-rights-and-accountability,Executive AI Decision Rights and Accountability,Public Health Executive Leadership Track,11,Build and Deploy AI Solutions,1; 3; 7,34,STLT AI Procurement and Vendor Addendum,#/toolkit/34,practical_exercise,"Use STLT AI Procurement and Vendor Addendum to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","STLT AI Procurement and Vendor Addendum is relevant because the module addresses procurement concepts or artifacts connected to Play 8, Play 11."
EXE 400,exe-400-executive-ai-decision-rights-and-accountability,Executive AI Decision Rights and Accountability,Public Health Executive Leadership Track,11,Build and Deploy AI Solutions,1; 3; 7,3,Equity Impact Assessment Checklist,#/toolkit/3,practical_exercise,"Use Equity Impact Assessment Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Equity Impact Assessment Checklist is relevant because the module addresses equity concepts or artifacts connected to Play 1, Play 2, Play 3, Play 7, Play 11."
EXE 400,exe-400-executive-ai-decision-rights-and-accountability,Executive AI Decision Rights and Accountability,Public Health Executive Leadership Track,11,Build and Deploy AI Solutions,1; 3; 7,4,AI Policy Landscape Scan,#/toolkit/4,illustrative_example,"Use AI Policy Landscape Scan to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Policy Landscape Scan is relevant because the module addresses legal and policy concepts or artifacts connected to Play 1, Play 2, Play 3."
EXE 400,exe-400-executive-ai-decision-rights-and-accountability,Executive AI Decision Rights and Accountability,Public Health Executive Leadership Track,11,Build and Deploy AI Solutions,1; 3; 7,5,AI Environmental and Resource Impact Review,#/toolkit/5,illustrative_example,"Use AI Environmental and Resource Impact Review to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Environmental and Resource Impact Review is relevant because the module addresses sustainability concepts or artifacts connected to Play 1, Play 7, Play 8."
EXE 400,exe-400-executive-ai-decision-rights-and-accountability,Executive AI Decision Rights and Accountability,Public Health Executive Leadership Track,11,Build and Deploy AI Solutions,1; 3; 7,6,Human-Centered AI Decision Rule Checklist,#/toolkit/6,illustrative_example,"Use Human-Centered AI Decision Rule Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Human-Centered AI Decision Rule Checklist is relevant because the module addresses human oversight concepts or artifacts connected to Play 1, Play 7, Play 11, Play 12, Play 13."
EXE 410,exe-410-ai-portfolio-strategy-and-use-case-prioritization,AI Portfolio Strategy and Use Case Prioritization,Public Health Executive Leadership Track,11,Build and Deploy AI Solutions,7; 8; 1,33,Funding Strategy Checklists,#/toolkit/33,practical_exercise,"Use Funding Strategy Checklists to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.",Funding Strategy Checklists is relevant because the module addresses funding concepts or artifacts connected to Play 8.
EXE 410,exe-410-ai-portfolio-strategy-and-use-case-prioritization,AI Portfolio Strategy and Use Case Prioritization,Public Health Executive Leadership Track,11,Build and Deploy AI Solutions,7; 8; 1,35,AI Total Cost of Ownership and Sustainability Worksheet,#/toolkit/35,practical_exercise,"Use AI Total Cost of Ownership and Sustainability Worksheet to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Total Cost of Ownership and Sustainability Worksheet is relevant because the module addresses funding concepts or artifacts connected to Play 8, Play 9, Play 11."
EXE 410,exe-410-ai-portfolio-strategy-and-use-case-prioritization,AI Portfolio Strategy and Use Case Prioritization,Public Health Executive Leadership Track,11,Build and Deploy AI Solutions,7; 8; 1,4,AI Policy Landscape Scan,#/toolkit/4,illustrative_example,"Use AI Policy Landscape Scan to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Policy Landscape Scan is relevant because the module addresses legal and policy concepts or artifacts connected to Play 1, Play 2, Play 3."
EXE 410,exe-410-ai-portfolio-strategy-and-use-case-prioritization,AI Portfolio Strategy and Use Case Prioritization,Public Health Executive Leadership Track,11,Build and Deploy AI Solutions,7; 8; 1,5,AI Environmental and Resource Impact Review,#/toolkit/5,practical_exercise,"Use AI Environmental and Resource Impact Review to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Environmental and Resource Impact Review is relevant because the module addresses sustainability concepts or artifacts connected to Play 1, Play 7, Play 8."
EXE 410,exe-410-ai-portfolio-strategy-and-use-case-prioritization,AI Portfolio Strategy and Use Case Prioritization,Public Health Executive Leadership Track,11,Build and Deploy AI Solutions,7; 8; 1,6,Human-Centered AI Decision Rule Checklist,#/toolkit/6,illustrative_example,"Use Human-Centered AI Decision Rule Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Human-Centered AI Decision Rule Checklist is relevant because the module addresses human oversight concepts or artifacts connected to Play 1, Play 7, Play 11, Play 12, Play 13."
